CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V2_02,V2_03,V21_01,V22_01,V3,V4,V5_02,V5_03,V6,V7,V8,V9,V10,V11_01,V11_02,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,V5_01,V21_02,V21_03,V22_02,V22_03,V2_01
TQRMNORXXHMMLOCDEGIBJ00874486,2024,4,1,1,41,N,12,318,1,,5,1,,1,1,1,1,,1,1,1,1,2,2,2,5,2,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,1000000,6,6,7,,6,7,"333333,33",5,5,7,,5,6,319,2,0,96,0,0,0,2,2,2,2,2,0
TQRMNOWSVHLOLQCDEGIBJ00852723,2024,4,1,1,41,N,12,451,1,,3,1,,4,1,1,1,,1,2,1,1,1,1,2,3,2,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,2180000,9,9,10,,10,10,"726666,67",8,9,10,,9,10,458,1,0,97,0,0,0,2,2,2,2,2,0
TQRMNOPTYHLNLOCDEGPDJ00853531,2024,4,1,1,40,N,19,186,1,,5,1,,2,2,1,1,,1,1,1,1,2,2,2,5,2,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,660000,3,4,4,,4,4,330000,5,5,6,,5,6,186,2,0,98,0,0,0,2,2,2,1,2,1
TQRMNOSSUHKMLLCDEHNHB00867758,2024,4,1,1,42,S,27,383,1,,6,1,,1,1,1,1,,1,1,1,2,2,2,2,6,4,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,586400,3,3,3,3,,3,146600,2,2,2,2,,2,417,2,3,98,0,0,0,1,2,2,1,2,2
TQRMNOSSRHJOLNCDEHNHB00874487,2024,4,1,1,42,S,27,290,1,,4,1,,1,2,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,2,2,2,0,2,0,6,,2,,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,0,2,608000,3,3,3,3,,3,304000,4,5,5,4,,5,331,2,0,98,0,0,0,2,2,2,1,2,1
TQRMNOSTXHKOLNCDEHNHB00867291,2024,4,1,1,42,S,27,317,1,,3,1,,1,2,1,1,,1,1,1,1,2,2,2,3,1,2,0,2,2,2,0,0,0,0,1,,1,,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,469000,2,2,2,2,,2,469000,6,7,8,6,,8,334,1,0,97,0,0,0,2,2,2,2,2,2
TQRMNORUYHJOLOCDEHNHB00874488,2024,4,1,1,42,S,27,309,1,,2,1,,1,1,1,1,,1,1,1,2,2,2,2,2,1,2,0,2,2,2,0,0,0,0,1,,1,,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,450000,2,2,2,2,,2,450000,6,7,7,6,,8,332,1,0,98,0,0,0,2,2,2,2,2,2
TQRMNORVVHMOLSCDEFJAH00866947,2024,4,1,1,43,N,3,455,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,2,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,2,0,0,0,2,2,2,2,2,0
TQRMNORSXHJOKNCDEIKAH00874489,2024,4,1,1,43,S,34,469,1,,4,1,,3,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,1,1,2,0,2,0,1,,2,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,0,2,0,12,12,12,12,,12,0,12,12,12,12,,12,0,97,0,97,0,0,0,2,2,2,2,2,1
TQRMNOQQPHKOKRCDEIKAH00867491,2024,4,1,1,43,S,34,525,1,,3,2,,2,2,1,1,,1,1,1,2,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,0,3,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,0,2,0,0,0,1,2,2,2,2,0
TQRMNORQUHJOLPCDEFPCH00874490,2024,4,1,1,44,N,9,202,2,,2,1,,9,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,1058000,6,6,5,,7,4,529000,7,7,6,,8,6,267,2,0,1,0,0,0,2,2,2,2,2,0
TQRMNOQTVHLMKOCDEOHCH00856125,2024,4,1,1,44,N,91,140,2,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,0,1,1100000,6,7,5,,7,5,1100000,10,10,9,,10,9,148,1,0,97,0,0,0,2,2,2,2,2,1
TQRMNOQVPHLNKQCDEHMHF00854159,2024,4,1,1,42,N,26,173,2,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,1,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,450000,2,2,2,,2,2,450000,6,7,7,,7,7,183,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNORQSHMMKQCDEHMHF00811296,2024,4,1,1,42,N,26,173,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,314300,1,1,1,,1,1,314300,4,5,5,,5,5,193,1,0,98,0,0,0,2,2,2,1,2,2
TQRMNOPXXHJMKQCDEHMHF00874491,2024,4,1,1,42,N,26,156,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,6,,1,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,2,618000,3,3,3,,3,3,309000,4,5,5,,5,4,175,2,1,98,0,0,0,2,2,2,2,1,2
TQRMNOQTSHJOKUCDEGNFJ00874600,2024,4,1,1,44,N,17,284,1,,1,1,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,2,2,2,0,0,0,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,550000,3,3,2,,3,2,550000,7,8,6,,8,5,334,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOQRTHJMLNCDEGNFJ00874601,2024,4,1,1,44,N,17,209,1,,3,1,,3,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,800000,4,5,3,,5,3,400000,6,6,4,,6,4,308,1,0,97,0,0,0,2,2,2,2,2,1
TQRMNOQQWHKOKNCDEGKDB00868797,2024,4,1,1,43,N,14,223,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,5,0,5,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOQSYHMMKPCDEGLDF00810204,2024,4,1,1,41,N,15,116,1,,3,1,,3,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,0,2,1200000,6,7,8,,7,8,600000,8,8,9,,8,9,117,96,0,98,0,0,0,2,2,2,2,2,0
TQRMNOQTVHLMKMCDEGLDF00853205,2024,4,1,1,41,N,15,146,1,,1,3,,4,2,1,1,,1,2,2,1,2,2,2,1,1,2,0,2,2,2,0,0,0,0,6,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,1280000,7,7,9,,8,8,"426666,67",6,6,8,,7,8,147,1,2,98,0,0,0,2,2,2,2,2,0
