CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V2_02,V2_03,V21_01,V22_01,V3,V4,V5_02,V5_03,V6,V7,V8,V9,V10,V11_01,V11_02,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,V5_01,V21_02,V21_03,V22_02,V22_03,V2_01
TQRMNOQQQHMLKSCDEIIAD00811904,2024,4,1,1,1,S,32,1285,2,,2,1,,9,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,1304000,7,,7,7,,5,652000,8,,8,8,,5,2034,1,0,98,0,0,0,2,2,2,1,2,2
TQRMNOSRRHMLKSCDEIIAD00811905,2024,4,1,1,1,S,32,1335,2,,3,1,,9,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,0,2,0,12,,12,12,,12,0,12,,12,12,,12,0,1,2,98,0,0,0,2,2,2,2,2,1
TQRMNORRTHMMKUCDEIIAD00876552,2024,4,1,1,1,S,32,3007,2,,2,1,,9,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,1,,4,ELECTRICIDAD,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,330000,1,,1,1,,1,330000,5,,4,5,,2,3869,1,0,98,0,0,0,2,2,2,1,2,2
TQRMNOUSTHKLKSCDEIIAD00867073,2024,4,1,1,1,S,32,1963,1,,6,1,,1,1,1,1,,1,1,1,1,2,2,2,6,3,1,1,1,2,1,2,0,2,0,2,,1,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,0,12,,12,12,,12,0,12,,12,12,,12,0,1,3,98,0,0,0,2,2,2,1,2,2
TQRMNOTPTHKMKRCDEIMBF00876553,2024,4,1,1,43,N,36,142,2,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOTRPHKMKRCDEIMBF00871319,2024,4,1,1,43,N,36,194,2,,4,2,,1,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,1800000,9,9,9,,9,9,450000,6,7,6,,7,6,468,1,2,98,0,0,0,2,2,2,2,2,0
TQRMNORTQHKNKOCDEIJAH00872478,2024,4,1,1,1,S,33,1957,1,,2,2,,4,2,2,2,,1,2,2,3,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,2,,3,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,,12,12,,12,0,12,,12,12,,12,0,1,2,98,0,0,0,2,2,2,2,2,0
TQRMNOPYUHJMKOCDEIJAH00876554,2024,4,1,1,1,S,33,2187,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,1,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,1700000,8,,8,8,,8,"566666,67",7,,7,7,,8,5125,1,3,98,0,0,0,2,2,2,2,2,0
TQRMNOQPQHJMKOCDEIJAH00876555,2024,4,1,1,1,S,33,3221,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,3,2,2200000,9,,9,9,,9,440000,6,,6,6,,7,5033,1,2,98,0,0,0,2,2,2,2,2,0
TQRMNOQURHKMKPCDEIJAH00871613,2024,4,1,1,1,S,33,3656,1,,6,1,,3,1,1,2,,1,1,1,2,1,2,2,6,3,1,1,1,1,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,4,1,3,1300000,7,,7,7,,7,325000,5,,4,5,,5,5759,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOSYQHKMKPCDEIJAH00871614,2024,4,1,1,1,S,33,2193,1,,2,1,,3,1,1,2,,1,1,1,3,2,1,2,2,1,2,0,1,2,2,2,0,2,0,6,,1,,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,552000,3,,2,3,,3,276000,4,,3,4,,4,2962,1,0,97,0,0,0,2,2,2,1,2,2
TQRMNOQURHMOKQCDEIJAH00812306,2024,4,1,1,1,S,33,3698,1,,3,1,,3,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,0,4,674000,3,,3,3,,3,168500,2,,2,2,,2,7527,1,0,2,0,0,0,2,2,2,1,2,1
TQRMNOQWXHJMKRCDEIJAH00876556,2024,4,1,1,1,S,33,1572,2,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,0,2,0,12,,12,12,,12,0,12,,12,12,,12,0,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNORQXHJLKTCDEIJAH00876557,2024,4,1,1,1,S,33,2157,2,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,1300000,7,,7,7,,7,1300000,10,,10,10,,10,2404,96,0,98,0,0,0,2,2,2,2,2,1
TQRMNOPTRHLMKQCDEFIAH00851591,2024,4,1,1,43,S,2,541,1,,2,1,,4,1,1,1,,1,1,1,3,2,2,2,2,1,1,1,1,2,2,2,0,2,0,1,,2,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,890000,5,5,5,5,,5,445000,6,7,6,6,,6,914,1,2,98,0,0,0,2,2,2,2,2,1
TQRMNOPXSHKKKPCDEFIAH00871580,2024,4,1,1,43,S,2,1481,2,,1,1,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,0,1,466000,2,2,2,2,,2,466000,6,7,6,6,,6,1779,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNORWVHKMKUCDEGJBF00871928,2024,4,1,1,43,S,13,504,1,,2,1,,1,1,1,1,,1,1,1,2,2,2,2,2,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,1,480000,2,2,2,2,,2,480000,7,7,6,6,,6,531,1,0,97,0,0,0,2,2,2,2,2,1
TQRMNOSQRHMMKUCDEHIBB00810827,2024,4,1,1,40,N,22,128,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,4,2,0,1,1,2,2,0,2,0,6,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,5,0,5,310000,1,1,1,,1,1,62000,1,1,1,,1,1,150,1,0,2,0,0,0,2,2,2,2,2,0
TQRMNOSQSHMMKUCDEHIBB00810828,2024,4,1,1,40,N,22,94,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,1500000,8,8,9,,8,8,500000,7,7,8,,7,8,103,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOSRRHLLLUCDEIKAH00855831,2024,4,1,1,43,S,34,920,1,,2,1,,3,2,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,1,2,0,1,1,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOQQQHKOLRCDEHPJB00876681,2024,4,1,1,40,S,29,364,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,2,2,0,2,0,6,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,4,1,3,0,12,12,12,12,,12,0,12,12,12,12,,12,0,2,0,98,0,0,0,1,2,2,2,2,1
TQRMNORYXHLNQTCDEIJAH00855515,2024,4,1,1,1,S,33,1887,1,,3,1,,2,1,1,2,,1,1,1,2,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,,12,12,,12,0,12,,12,12,,12,0,2,0,1,0,0,0,1,2,2,2,2,0
TQRMNOQYWHKNRPCDEIJAH00876682,2024,4,1,1,1,S,33,2404,2,,2,1,,4,2,1,1,,1,1,1,3,1,1,2,2,2,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,3,0,3,1620000,8,,8,8,,8,540000,7,,7,7,,8,5253,2,0,1,0,0,0,2,2,2,2,2,0
TQRMNOVUVHKNRPCDEIJAH00876683,2024,4,1,1,1,S,33,3805,2,,1,2,,4,1,1,1,,1,1,1,1,1,2,2,1,1,2,0,2,2,2,0,0,0,0,3,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,3,2,1000000,6,,5,6,,6,200000,2,,2,2,,3,4380,1,0,98,0,0,0,1,2,2,2,2,0
TQRMNOSTUHMKSRCDEIJAH00867104,2024,4,1,1,1,S,33,1910,2,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,0,1,500000,2,,2,2,,2,500000,7,,6,7,,7,2193,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOTUSHKKRRCDEIJAH00871919,2024,4,1,1,1,S,33,1115,2,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,5,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,0,4,0,12,,12,12,,12,0,12,,12,12,,12,0,1,2,98,0,0,0,2,2,2,2,2,0
TQRMNOPVXHLOTOCDEIJAH00855723,2024,4,1,1,1,S,33,994,2,,2,2,,4,2,1,1,,1,1,1,1,2,1,2,2,2,2,0,2,2,2,0,0,0,0,2,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,0,4,0,12,,12,12,,12,0,12,,12,12,,12,0,1,2,3,4,0,0,2,2,2,2,2,0
TQSMNOPWWHLOLSCDEGJBF00852983,2024,4,1,1,43,S,13,1079,2,,2,2,,4,1,1,1,,1,1,1,2,2,2,2,2,2,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,2,4,688986,3,4,4,3,,4,114831,1,1,1,1,,1,1107,2,0,1,3,0,0,1,2,2,2,2,0
TQRMNOQPWHJLLSCDEGJBF00876684,2024,4,1,1,43,S,13,784,2,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,1,2,1480000,7,8,8,7,,8,"493333,33",7,7,6,6,,6,863,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOQTRHJOKUCDEGNFJ00876685,2024,4,1,1,44,N,17,223,2,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,2,0,0,0,2,2,2,2,2,0
TQRMNQPYUHLOLLCDEGNFJ00853264,2024,4,1,1,44,N,17,578,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,1000000,6,6,4,,6,5,1000000,9,10,9,,10,9,804,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOPWRHKNLSCDEHJGH00872356,2024,4,1,1,40,S,23,228,1,,4,2,,4,2,1,1,,1,1,1,1,2,2,2,4,2,2,0,2,2,2,0,0,0,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,460000,2,2,2,2,,2,"153333,33",2,2,2,2,,2,240,2,0,1,0,0,0,2,2,2,2,2,1
TQRMNPPWQHLOKPCDEGLDF00876686,2024,4,1,1,41,N,15,515,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,2,464500,2,2,3,,2,3,232250,3,3,4,,3,4,533,1,0,98,0,0,0,2,2,2,1,2,2
TQRMNOPYTHKLKTCDEGLDF00872039,2024,4,1,1,41,N,15,153,2,,2,1,,5,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,1,,2,,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,0,2,394500,2,2,2,,2,2,197250,2,2,3,,3,3,169,1,0,98,0,0,0,2,2,2,1,2,2
TQRMNORVPHLMKSCDEGGFB00852599,2024,4,1,1,42,S,10,458,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,1,1,1,1,1,2,0,2,0,8,,1,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,1784000,8,9,9,8,,9,892000,9,9,9,9,,9,805,2,0,98,0,0,0,2,2,2,1,2,1
TQRMNOQXWHJNLMCDEIGED00876687,2024,4,1,1,43,N,30,131,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,2800000,10,10,10,,10,10,700000,8,9,8,,9,7,178,1,2,98,0,0,0,2,2,2,2,2,0
TQRMNOPXXHJNLPCDEIGED00876688,2024,4,1,1,43,N,30,120,1,,3,1,,2,2,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,1,320000,1,1,1,,1,1,320000,5,5,4,,5,3,141,1,0,98,0,0,0,2,2,2,2,2,1
TQRMNOXPQHKMLQCDEIGED00872253,2024,4,1,1,43,N,30,262,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,0,2,231000,1,1,1,,1,1,115500,1,1,1,,1,1,365,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOPSQHLOLPCDEHLEH00854003,2024,4,1,1,40,N,25,127,1,,2,2,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,0,0,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,4,0,4,400000,2,2,2,,2,2,100000,1,1,1,,1,1,157,1,2,98,0,0,0,2,2,2,2,2,0
TQRMNOPWQHJOLQCDEGIBJ00876689,2024,4,1,1,41,N,12,378,1,,3,2,,4,2,1,1,,1,1,1,1,2,1,2,3,2,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,0,0,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,6,0,6,319000,1,1,2,,1,1,"53166,67",1,1,1,,1,1,390,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOQTSHLNOMCDEIIAD00854980,2024,4,1,1,1,S,32,2539,2,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,8,,1,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,0,3,1657000,8,,8,8,,6,"552333,33",7,,7,7,,4,4453,2,0,98,0,0,0,2,2,2,2,2,1
TQRMNOTSYHMMOOCDEIIAD00811937,2024,4,1,1,1,S,32,1664,2,,3,1,,9,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,660000,3,,3,3,,2,330000,5,,4,5,,2,2227,2,0,1,0,0,0,2,2,2,2,2,1
TQRMNOTPRHMNSMCDEIJAH00812284,2024,4,1,1,1,S,33,617,1,,4,2,,2,1,1,1,,1,1,2,2,2,2,2,4,3,2,0,1,2,2,2,0,2,0,3,,2,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,6,0,6,1050000,6,,6,6,,6,175000,2,,2,2,,2,1545,2,0,98,0,0,0,2,2,2,2,2,2
TQRMNOSRUHMLSNCDEIJAH00812285,2024,4,1,1,1,S,33,7011,2,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,1250000,7,,6,7,,7,625000,8,,7,8,,8,13517,1,2,98,0,0,0,2,2,2,2,2,0
TQRMNOTPTHJOSPCDEIJAH00876790,2024,4,1,1,1,S,33,933,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,850000,5,,4,5,,5,425000,6,,6,6,,6,1475,2,0,98,0,0,0,2,2,2,2,2,1
TQRMNOPYTHLLSOCDEIJAH00876791,2024,4,1,1,1,S,33,406,1,,3,1,,4,1,1,1,,1,1,1,2,2,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,0,12,,12,12,,12,0,12,,12,12,,12,0,1,0,98,0,0,0,2,2,2,2,2,2
TQRMNOQQVHJOSQCDEIJAH00876792,2024,4,1,1,1,S,33,2848,2,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,0,12,,12,12,,12,0,12,,12,12,,12,0,1,2,98,0,0,0,2,2,2,2,2,1
TQRMNOQQXHJOSQCDEIJAH00876793,2024,4,1,1,1,S,33,2896,2,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,0,12,,12,12,,12,0,12,,12,12,,12,0,1,0,2,3,0,0,2,2,2,2,1,1
TQRMNOQQYHJOSQCDEIJAH00876794,2024,4,1,1,1,S,33,3302,2,,3,1,,4,1,1,2,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,890000,5,,4,5,,5,222500,3,,3,3,,3,6583,1,2,98,0,0,0,2,2,2,2,2,0
TQRMNORXUHJOSQCDEIJAH00876795,2024,4,1,1,1,S,33,2450,2,,4,1,,3,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,2,2,2,0,2,0,1,,4,electricidad,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,0,12,,12,12,,12,0,12,,12,12,,12,0,1,0,2,0,0,0,2,2,2,2,2,0
TQRMNORPRHLMLOCDEIJAH00855014,2024,4,1,1,1,S,33,1833,1,,3,1,,1,1,1,2,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,600000,3,,3,3,,3,600000,8,,7,7,,8,2205,1,0,98,0,0,0,2,2,2,2,2,1
TQRMNORWVHLMLOCDEIJAH00855709,2024,4,1,1,1,S,33,2547,1,,2,2,,2,2,1,2,,1,1,1,1,2,2,2,2,2,2,0,1,2,1,2,0,1,1,1,,2,,1,1,2,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,5,0,12,,12,12,,12,0,12,,12,12,,12,0,2,0,1,0,0,0,1,2,2,2,2,0
TQRMNORXRHMMLPCDEFIAH00808534,2024,4,1,1,43,S,2,733,1,,3,1,,5,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,4,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,4,0,4,3300000,10,10,10,10,,10,825000,9,9,9,9,,8,1444,96,0,98,0,0,0,2,2,2,2,2,0
TQRMNOQRQHJMLPCDEFIAH00876796,2024,4,1,1,43,S,2,590,1,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,1,2,0,2,0,1,,1,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,343000,1,1,1,1,,2,343000,5,5,5,5,,4,908,1,0,98,0,0,0,2,2,2,2,2,2
TQRMNOQRRHJMLPCDEFIAH00876797,2024,4,1,1,43,S,2,684,1,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOPSTHKMLMCDEFIAH00872224,2024,4,1,1,43,S,2,979,1,,1,1,,4,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,1,2,1600000,8,8,8,8,,8,"533333,33",7,7,7,7,,7,1583,1,2,98,0,0,0,2,2,2,2,2,0
TQRMNOTYQHLOLRCDEFIAH00851578,2024,4,1,1,43,S,2,1422,1,,2,2,,4,2,1,1,,1,1,2,2,1,1,1,2,1,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOPVQHKNRTCDEIJAH00872225,2024,4,1,1,1,S,33,354,2,,3,1,,2,1,1,1,,1,1,1,1,2,1,2,3,1,2,0,1,2,1,2,0,2,0,1,,1,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1060000,6,,6,6,,6,530000,7,,7,7,,7,648,2,0,98,0,0,0,2,2,2,2,2,2
TQRMNOPRTHMOTOCDEIJAH00872020,2024,4,1,1,1,S,33,2772,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,0,5,0,12,,12,12,,12,0,12,,12,12,,12,0,2,0,98,0,0,0,2,2,2,2,2,0
TQRMNOPVUHMMTQCDEIJAH00855047,2024,4,1,1,1,S,33,1461,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,1,2,0,2,0,5,,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,386000,2,,1,2,,2,"128666,67",1,,1,1,,2,2757,1,0,2,3,0,0,2,2,2,1,2,2
TQRMNOSUXHLLLUCDEFKID00861457,2024,4,1,1,43,S,4,1398,2,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,3,,1,,1,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,800000,4,5,4,4,,4,800000,9,9,9,8,,8,1288,1,0,98,0,0,0,2,2,2,2,2,0
TQRMNOQVWHLMMLCDEFKID00861390,2024,4,1,1,43,S,4,709,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,2,98,0,0,0,2,2,2,1,2,1
